"['[3, 12, 5, 0]']",[1.35368422]
"['[3, 12, 6, 0]']",[1.64119818]
"['[3, 13, 6, 0]']",[1.1926221]
"['[3, 14, 1, 0]']",[1.54472277]
"['[3, 14, 2, 0]']",[1.74876722]
"['[3, 14, 3, 0]']",[2.24718652]
"['[3, 14, 4, 0]']",[1.85500652]
"['[3, 14, 5, 0]']",[2.27062588]
"['[3, 14, 6, 0]']",[2.02894026]
"['[3, 15, 1, 0]']",[2.13288402]
"['[3, 15, 2, 0]']",[1.25848145]
"['[3, 15, 4, 0]']",[2.10097552]
"['[3, 15, 5, 0]']",[1.51417687]
"['[3, 15, 6, 0]']",[1.57644878]
"['[3, 16, 1, 0]']",[1.27823879]
"['[3, 16, 2, 0]']",[1.10272075]
"['[3, 16, 3, 0]']",[2.22923216]
"['[3, 16, 4, 0]']",[2.32863407]
"['[3, 16, 5, 0]']",[1.9127785]
"['[3, 16, 6, 0]']",[1.60075592]
"['[3, 17, 1, 0]']",[1.4321772]
"['[3, 17, 2, 0]']",[0.83871755]
"['[3, 17, 5, 0]']",[2.14227335]
"['[3, 17, 6, 0]']",[2.33255966]
"['[3, 18, 1, 0]']",[1.31354314]
"['[3, 18, 2, 0]']",[1.91226604]
"['[3, 18, 3, 0]']",[1.54206899]
"['[3, 18, 4, 0]']",[1.90600116]
"['[3, 18, 5, 0]']",[2.45805218]
"['[3, 18, 6, 0]']",[1.75716584]
"['[3, 19, 1, 0]']",[1.80311578]
"['[3, 19, 2, 0]']",[1.44150444]
"['[3, 19, 3, 0]']",[1.53273974]
"['[3, 19, 4, 0]']",[2.16916919]
"['[3, 19, 5, 0]']",[1.66437867]
"['[3, 19, 6, 0]']",[2.34462802]
"['[3, 22, 1, 0]']",[1.89956472]
"['[3, 22, 2, 0]']",[0.95561891]
"['[3, 22, 3, 0]']",[1.70713696]
"['[3, 22, 4, 0]']",[1.95396088]
"['[3, 22, 5, 0]']",[1.71475895]
"['[3, 22, 6, 0]']",[2.31790799]
"['[3, 23, 1, 0]']",[1.9776225]
"['[3, 23, 2, 0]']",[1.8959456]
"['[3, 23, 3, 0]']",[1.36460663]
"['[3, 23, 4, 0]']",[1.29151463]
"['[3, 23, 5, 0]']",[2.24290441]
"['[3, 23, 6, 0]']",[1.90813904]
"['[3, 24, 1, 0]']",[1.76813611]
"['[3, 24, 2, 0]']",[0.75534009]
"['[3, 24, 3, 0]']",[2.11600682]
"['[3, 24, 4, 0]']",[1.63790619]
"['[3, 24, 5, 0]']",[1.62451527]
"['[3, 24, 6, 0]']",[1.9166303]
"['[3, 25, 1, 0]']",[1.3603027]
"['[3, 25, 2, 0]']",[2.68034472]
"['[3, 25, 3, 0]']",[1.92850584]
"['[3, 25, 4, 0]']",[1.47030633]
"['[3, 25, 5, 0]']",[2.51037731]
"['[3, 25, 6, 0]']",[1.89158054]
"['[4, 5, 2, 0]']",[1.53476689]
"['[4, 5, 3, 0]']",[1.95103175]
"['[4, 5, 4, 0]']",[1.63572099]
"['[4, 5, 6, 0]']",[1.7509936]
"['[4, 6, 1, 0]']",[2.0328834]
"['[4, 6, 6, 0]']",[1.94711631]
"['[4, 10, 1, 0]']",[2.14408821]
"['[4, 10, 2, 0]']",[2.61631463]
"['[4, 10, 5, 0]']",[1.91843847]
"['[4, 10, 6, 0]']",[1.59560883]
"['[4, 11, 1, 0]']",[1.75478648]
"['[4, 11, 2, 0]']",[1.73109493]
"['[4, 11, 3, 0]']",[1.14152281]
"['[4, 11, 4, 0]']",[1.44916808]
"['[4, 11, 5, 0]']",[1.93628357]
"['[4, 11, 6, 0]']",[1.87261416]
"['[4, 13, 1, 0]']",[1.90850496]
"['[4, 13, 3, 0]']",[1.29141882]
"['[4, 13, 4, 0]']",[2.00524913]
"['[4, 13, 6, 0]']",[1.89186945]
"['[4, 14, 1, 0]']",[2.2643438]
"['[4, 14, 2, 0]']",[2.32881372]
"['[4, 14, 4, 0]']",[1.07617797]
"['[4, 14, 5, 0]']",[1.68209556]
"['[4, 14, 6, 0]']",[1.66894788]
"['[4, 15, 1, 0]']",[1.66756324]
"['[4, 15, 2, 0]']",[2.29812183]
"['[4, 15, 3, 0]']",[1.5522891]
"['[4, 15, 4, 0]']",[1.89256845]
"['[4, 15, 5, 0]']",[2.36561]
"['[4, 15, 6, 0]']",[1.44537685]
"['[4, 16, 1, 0]']",[2.88241409]
"['[4, 16, 2, 0]']",[2.62372438]
"['[4, 16, 3, 0]']",[1.48395293]
"['[4, 16, 4, 0]']",[1.69549128]
"['[4, 16, 5, 0]']",[2.40805055]
"['[4, 16, 6, 0]']",[2.65380637]
"['[4, 17, 1, 0]']",[1.53282062]
"['[4, 17, 2, 0]']",[1.78118109]
"['[4, 17, 3, 0]']",[1.34789417]
"['[4, 17, 4, 0]']",[1.83100537]
"['[4, 17, 5, 0]']",[2.18730552]
"['[4, 17, 6, 0]']",[2.00108329]
"['[4, 18, 1, 0]']",[1.48584908]
"['[4, 18, 2, 0]']",[2.17018316]
"['[4, 18, 3, 0]']",[2.02280052]
"['[4, 18, 4, 0]']",[1.97041074]
"['[4, 18, 5, 0]']",[1.57150537]
"['[4, 18, 6, 0]']",[2.19460814]
"['[4, 19, 1, 0]']",[1.82409516]
"['[4, 19, 2, 0]']",[1.86224439]
"['[4, 19, 3, 0]']",[1.32855152]
"['[4, 19, 4, 0]']",[1.82109626]
"['[4, 19, 5, 0]']",[1.88053439]
"['[4, 19, 6, 0]']",[2.11180969]
"['[4, 22, 1, 0]']",[1.8437727]
"['[4, 22, 2, 0]']",[1.89815985]
"['[4, 22, 3, 0]']",[1.05661346]
"['[4, 22, 4, 0]']",[1.44530196]
"['[4, 22, 5, 0]']",[2.3616375]
"['[4, 22, 6, 0]']",[2.29226908]
"['[4, 24, 1, 0]']",[2.10797264]
"['[4, 24, 2, 0]']",[2.25164371]
"['[4, 24, 3, 0]']",[1.77262174]
"['[4, 24, 4, 0]']",[1.87089719]
"['[4, 24, 5, 0]']",[2.50832194]
"['[4, 24, 6, 0]']",[1.52807913]
"['[4, 25, 1, 0]']",[1.45807902]
"['[4, 25, 2, 0]']",[1.45428096]
"['[4, 25, 3, 0]']",[1.9244681]
"['[4, 25, 4, 0]']",[1.44895625]
"['[4, 25, 5, 0]']",[2.17024873]
"['[4, 25, 6, 0]']",[1.4653274]
"['[5, 1, 1, 0]']",[2.6404864]
"['[5, 1, 2, 0]']",[2.26242233]
"['[5, 1, 3, 0]']",[1.47952581]
"['[5, 1, 4, 0]']",[1.72156331]
"['[5, 1, 5, 0]']",[2.43438495]
"['[5, 1, 6, 0]']",[1.85489652]
"['[5, 2, 1, 0]']",[2.03580042]
"['[5, 2, 2, 0]']",[1.4970353]
"['[5, 2, 3, 0]']",[1.7035171]
"['[5, 2, 4, 0]']",[1.7930478]
"['[5, 2, 5, 0]']",[2.35977972]
"['[5, 2, 6, 0]']",[1.74081312]
"['[5, 3, 2, 0]']",[1.81560135]
"['[5, 3, 3, 0]']",[1.46145998]
"['[5, 3, 4, 0]']",[1.95151537]
"['[5, 3, 5, 0]']",[1.63319869]
"['[5, 3, 6, 0]']",[1.56219656]
"['[5, 6, 1, 0]']",[2.26554747]
"['[5, 6, 2, 0]']",[2.36046481]
"['[5, 7, 1, 0]']",[2.46471944]
"['[5, 7, 2, 0]']",[2.28018971]
"['[5, 7, 3, 0]']",[1.56041926]
"['[5, 7, 4, 0]']",[2.84960022]
"['[5, 7, 5, 0]']",[1.26710094]
"['[5, 7, 6, 0]']",[1.81154155]
"['[5, 10, 1, 0]']",[1.61952394]
"['[5, 10, 2, 0]']",[1.87282947]
"['[5, 10, 3, 0]']",[1.84019601]
"['[5, 10, 4, 0]']",[1.9887163]
"['[5, 10, 5, 0]']",[1.6724991]
"['[5, 10, 6, 0]']",[1.87503606]
"['[5, 11, 1, 0]']",[2.5311902]
"['[5, 11, 2, 0]']",[2.20598753]
"['[5, 11, 3, 0]']",[1.58350625]
"['[5, 11, 4, 0]']",[1.52339163]
"['[5, 11, 5, 0]']",[2.34269339]
"['[5, 11, 6, 0]']",[1.47782758]
"['[5, 12, 1, 0]']",[1.7689147]
"['[5, 12, 2, 0]']",[1.68692759]
"['[5, 12, 3, 0]']",[1.54324885]
"['[5, 12, 4, 0]']",[1.48033781]
"['[5, 12, 5, 0]']",[2.53470718]
"['[5, 12, 6, 0]']",[1.28506941]
"['[5, 14, 1, 0]']",[2.400813]
"['[5, 14, 2, 0]']",[3.14377943]
"['[5, 14, 3, 0]']",[1.99255082]
"['[5, 14, 4, 0]']",[2.1205079]
"['[5, 14, 5, 0]']",[2.14346236]
"['[5, 14, 6, 0]']",[1.37206676]
"['[5, 15, 1, 0]']",[2.24089194]
"['[5, 15, 2, 0]']",[1.50573219]
"['[5, 15, 3, 0]']",[1.773411]
"['[5, 15, 4, 0]']",[1.39815129]
"['[5, 15, 5, 0]']",[1.93705427]
"['[5, 15, 6, 0]']",[1.2976346]
"['[5, 16, 1, 0]']",[1.87936445]
"['[5, 16, 2, 0]']",[1.79499359]
"['[5, 16, 3, 0]']",[1.62589236]
"['[5, 16, 4, 0]']",[1.57512526]
"['[5, 16, 5, 0]']",[1.9134774]
"['[5, 16, 6, 0]']",[1.84941356]
"['[5, 17, 1, 0]']",[2.07838897]
"['[5, 17, 4, 0]']",[1.77875279]
"['[5, 17, 5, 0]']",[1.54025257]
"['[5, 17, 6, 0]']",[1.64293646]
"['[5, 18, 1, 0]']",[1.7171526]
"['[5, 18, 2, 0]']",[2.12583928]
"['[5, 18, 3, 0]']",[1.55955274]
"['[5, 18, 4, 0]']",[1.75291659]
"['[5, 18, 5, 0]']",[1.87328406]
"['[5, 18, 6, 0]']",[1.66393443]
"['[5, 22, 1, 0]']",[2.27504323]
"['[5, 22, 2, 0]']",[2.38520817]
"['[5, 22, 3, 0]']",[2.4814067]
"['[5, 22, 4, 0]']",[1.84266237]
"['[5, 22, 5, 0]']",[1.95706324]
"['[5, 22, 6, 0]']",[2.00196394]
"['[5, 24, 2, 0]']",[2.60363504]
"['[5, 24, 3, 0]']",[1.66141947]
"['[5, 24, 4, 0]']",[1.61442364]
"['[5, 24, 5, 0]']",[1.46376163]
"['[5, 24, 6, 0]']",[1.86769375]
"['[5, 25, 1, 0]']",[1.45740881]
"['[5, 25, 2, 0]']",[1.98193758]
"['[5, 25, 5, 0]']",[1.88100608]
"['[5, 25, 6, 0]']",[1.83422175]
"['[6, 1, 1, 0]']",[1.43306116]
"['[6, 1, 2, 0]']",[2.84656579]
"['[6, 1, 3, 0]']",[2.52021959]
"['[6, 1, 4, 0]']",[2.3217049]
"['[6, 1, 5, 0]']",[1.97353045]
"['[6, 1, 6, 0]']",[2.44721523]
"['[6, 4, 1, 0]']",[2.15399563]
"['[6, 4, 2, 0]']",[2.25863805]
"['[6, 4, 3, 0]']",[1.64436771]
"['[6, 4, 4, 0]']",[2.20837406]
"['[6, 4, 5, 0]']",[1.50583192]
"['[6, 4, 6, 0]']",[1.64743192]
"['[6, 5, 1, 0]']",[1.53414924]
"['[6, 6, 1, 0]']",[1.97148693]
"['[6, 6, 2, 0]']",[2.53227859]
"['[6, 6, 3, 0]']",[1.20009955]
"['[6, 6, 4, 0]']",[1.47653277]
"['[6, 6, 5, 0]']",[6.39276875]
"['[6, 6, 6, 0]']",[2.31688569]
"['[6, 7, 1, 0]']",[1.54983206]
"['[6, 10, 1, 0]']",[1.84641543]
"['[6, 10, 2, 0]']",[2.04037458]
"['[6, 10, 3, 0]']",[2.23381916]
"['[6, 10, 5, 0]']",[1.20605283]
"['[6, 10, 6, 0]']",[2.01931533]
"['[6, 11, 1, 0]']",[1.15470262]
"['[6, 11, 4, 0]']",[1.28971477]
"['[6, 11, 5, 0]']",[1.57575984]
"['[6, 11, 6, 0]']",[1.67480997]
"['[6, 12, 1, 0]']",[2.75969991]
"['[6, 12, 2, 0]']",[1.43320589]
"['[6, 12, 3, 0]']",[1.32157234]
"['[6, 12, 4, 0]']",[1.49408809]
"['[6, 12, 5, 0]']",[2.0437789]
"['[6, 12, 6, 0]']",[1.72889178]
"['[6, 13, 1, 0]']",[2.75682282]
"['[6, 13, 2, 0]']",[1.54182312]
"['[6, 13, 4, 0]']",[1.77400528]
"['[6, 13, 5, 0]']",[2.19131636]
"['[6, 13, 6, 0]']",[1.95575744]
"['[6, 14, 2, 0]']",[3.01430473]
"['[6, 14, 3, 0]']",[1.8337596]
"['[6, 14, 4, 0]']",[1.68453383]
"['[6, 14, 5, 0]']",[1.89998857]
"['[6, 14, 6, 0]']",[1.71075218]
"['[6, 15, 1, 0]']",[2.91983128]
"['[6, 15, 2, 0]']",[2.64395368]
"['[6, 15, 3, 0]']",[1.34788785]
"['[6, 15, 4, 0]']",[2.27488334]
"['[6, 15, 5, 0]']",[2.04327861]
"['[6, 15, 6, 0]']",[2.01172586]
"['[6, 16, 1, 0]']",[2.30949121]
"['[6, 16, 2, 0]']",[2.98766939]
"['[6, 16, 3, 0]']",[1.43424815]
"['[6, 16, 4, 0]']",[2.20587389]
"['[6, 16, 6, 0]']",[2.00231071]
"['[6, 17, 1, 0]']",[2.19039828]
"['[6, 17, 2, 0]']",[2.68738096]
"['[6, 17, 3, 0]']",[1.73615769]
"['[6, 17, 4, 0]']",[2.42665863]
"['[6, 17, 5, 0]']",[5.85338682]
"['[6, 17, 6, 0]']",[2.21775174]
"['[6, 18, 1, 0]']",[1.82441531]
"['[6, 19, 1, 0]']",[1.82029892]
"['[6, 19, 5, 0]']",[1.77236475]
"['[6, 19, 6, 0]']",[1.63548795]
"['[6, 22, 1, 0]']",[1.99282696]
"['[6, 22, 2, 0]']",[2.24702303]
"['[6, 22, 3, 0]']",[1.78055168]
"['[6, 22, 4, 0]']",[2.44688346]
"['[6, 22, 5, 0]']",[2.21675237]
"['[6, 22, 6, 0]']",[1.29727984]
"['[7, 1, 1, 0]']",[2.06207998]
"['[7, 1, 2, 0]']",[2.56372717]
"['[7, 1, 3, 0]']",[2.0734159]
"['[7, 1, 4, 0]']",[1.82912021]
"['[7, 1, 5, 0]']",[1.5998403]
"['[7, 1, 6, 0]']",[2.05748727]
"['[7, 2, 1, 0]']",[2.25324021]
"['[7, 3, 1, 0]']",[1.7585679]
"['[7, 3, 2, 0]']",[2.53355442]
"['[7, 3, 3, 0]']",[1.55745729]
"['[7, 3, 4, 0]']",[1.5869525]
"['[7, 3, 5, 0]']",[1.69575157]
"['[7, 3, 6, 0]']",[2.30115072]
"['[7, 4, 1, 0]']",[1.25195991]
"['[7, 4, 2, 0]']",[1.32297491]
"['[7, 4, 3, 0]']",[1.89274688]
"['[7, 4, 4, 0]']",[1.84403637]
"['[7, 4, 5, 0]']",[1.93396091]
"['[7, 4, 6, 0]']",[1.74451164]
"['[7, 5, 1, 0]']",[1.56667761]
"['[7, 5, 2, 0]']",[2.13827702]
"['[7, 5, 3, 0]']",[1.47726662]
"['[7, 5, 4, 0]']",[2.35117886]
"['[7, 5, 5, 0]']",[1.78219181]
"['[7, 5, 6, 0]']",[1.71176681]
"['[7, 6, 1, 0]']",[1.32817706]
"['[7, 6, 2, 0]']",[1.44429613]
"['[7, 6, 3, 0]']",[1.96060302]
"['[7, 6, 4, 0]']",[1.36826572]
"['[7, 7, 1, 0]']",[1.194586]
"['[7, 7, 2, 0]']",[1.99674578]
"['[7, 7, 3, 0]']",[1.5922283]
"['[7, 7, 4, 0]']",[1.63055506]
"['[7, 7, 5, 0]']",[2.1972556]
"['[7, 7, 6, 0]']",[1.42676769]
"['[7, 8, 2, 0]']",[1.29437718]
"['[7, 8, 4, 0]']",[1.89954074]
"['[7, 8, 5, 0]']",[1.97681126]
"['[7, 8, 6, 0]']",[1.54247738]
"['[7, 9, 1, 0]']",[1.59295072]
"['[7, 9, 2, 0]']",[1.8225193]
"['[7, 9, 3, 0]']",[2.10200169]
"['[7, 9, 4, 0]']",[2.46224054]
"['[7, 9, 5, 0]']",[1.73569454]
"['[7, 9, 6, 0]']",[2.03584544]
"['[7, 10, 1, 0]']",[1.26487562]
"['[7, 10, 2, 0]']",[1.40884009]
"['[7, 10, 3, 0]']",[1.53915602]
"['[7, 10, 4, 0]']",[2.47481977]
"['[7, 10, 5, 0]']",[1.972139]
"['[7, 10, 6, 0]']",[1.49431546]
"['[7, 11, 1, 0]']",[1.27856185]
"['[7, 11, 2, 0]']",[1.70656439]
"['[7, 12, 1, 0]']",[2.21503395]
"['[7, 12, 2, 0]']",[1.99562445]
"['[7, 12, 3, 0]']",[1.92917649]
"['[7, 15, 1, 0]']",[1.69310228]
