"[1, 1, 2, 0]",0
"[1, 1, 3, 0]",0
"[1, 2, 1, 0]",5
"[1, 2, 2, 0]",10
"[1, 4, 1, 0]",10
"[1, 4, 2, 0]",5
"[1, 4, 3, 0]",10
"[1, 4, 4, 0]",10
"[1, 5, 2, 0]",10
"[1, 5, 3, 0]",10
"[1, 5, 4, 0]",10
"[1, 5, 5, 0]",10
"[1, 5, 6, 0]",10
"[1, 6, 1, 0]",10
"[1, 6, 2, 0]",0
"[1, 6, 3, 0]",0
"[1, 6, 5, 0]",10
"[1, 6, 6, 0]",0
"[1, 10, 1, 0]",0
"[1, 10, 2, 0]",0
"[1, 10, 4, 0]",10
"[1, 10, 5, 0]",0
"[1, 10, 6, 0]",10
"[1, 11, 2, 0]",10
"[1, 11, 3, 0]",10
"[1, 11, 4, 0]",10
"[1, 11, 5, 0]",0
"[1, 11, 6, 0]",5
"[1, 12, 1, 0]",10
"[1, 12, 2, 0]",5
"[1, 12, 3, 0]",0
"[1, 12, 4, 0]",10
"[1, 12, 5, 0]",5
"[1, 12, 6, 0]",10
"[1, 13, 1, 0]",0
"[1, 13, 2, 0]",0
"[1, 13, 3, 0]",5
"[1, 13, 4, 0]",5
"[1, 13, 5, 0]",10
"[1, 13, 6, 0]",10
"[1, 14, 1, 0]",0
"[1, 14, 2, 0]",5
"[1, 14, 6, 0]",5
"[1, 15, 1, 0]",5
"[1, 15, 2, 0]",0
"[1, 15, 3, 0]",0
"[1, 15, 4, 0]",10
"[1, 15, 5, 0]",5
"[1, 15, 6, 0]",0
"[1, 16, 1, 0]",10
"[1, 16, 2, 0]",10
"[1, 16, 3, 0]",0
"[1, 16, 4, 0]",0
"[1, 16, 5, 0]",10
"[1, 16, 6, 0]",10
"[1, 17, 1, 0]",5
"[1, 17, 2, 0]",0
"[1, 17, 3, 0]",0
"[1, 17, 4, 0]",0
"[1, 17, 5, 0]",5
"[1, 17, 6, 0]",0
"[1, 18, 4, 0]",10
"[1, 18, 5, 0]",0
"[1, 18, 6, 0]",10
"[1, 19, 2, 0]",0
"[1, 19, 4, 0]",5
"[1, 19, 5, 0]",10
"[1, 19, 6, 0]",0
"[1, 20, 1, 0]",10
"[1, 20, 2, 0]",0
"[1, 20, 3, 0]",10
"[1, 20, 4, 0]",10
"[1, 20, 5, 0]",10
"[1, 20, 6, 0]",0
"[1, 21, 1, 0]",10
"[1, 21, 2, 0]",10
"[1, 21, 3, 0]",10
"[1, 21, 4, 0]",5
"[1, 21, 5, 0]",0
"[1, 21, 6, 0]",10
"[1, 24, 1, 0]",10
"[1, 24, 2, 0]",10
"[1, 24, 3, 0]",0
"[1, 24, 4, 0]",10
"[1, 24, 5, 0]",10
"[1, 24, 6, 0]",10
"[1, 25, 1, 0]",10
"[1, 25, 2, 0]",0
"[1, 27, 1, 0]",10
"[1, 27, 2, 0]",10
"[2, 1, 1, 0]",10
"[2, 2, 1, 0]",10
"[2, 2, 2, 0]",10
"[2, 4, 1, 0]",10
"[2, 4, 2, 0]",10
"[2, 4, 3, 0]",10
"[2, 4, 4, 0]",10
"[2, 4, 5, 0]",10
"[2, 4, 6, 0]",10
"[2, 5, 1, 0]",10
"[2, 5, 2, 0]",10
"[2, 5, 3, 0]",10
"[2, 5, 4, 0]",10
"[2, 5, 5, 0]",0
"[2, 5, 6, 0]",10
"[2, 6, 1, 0]",10
"[2, 6, 2, 0]",5
"[2, 6, 3, 0]",10
"[2, 6, 4, 0]",10
"[2, 6, 5, 0]",5
"[2, 6, 6, 0]",10
"[2, 7, 1, 0]",10
"[2, 7, 2, 0]",10
"[2, 7, 3, 0]",10
"[2, 7, 4, 0]",10
"[2, 7, 5, 0]",10
"[2, 7, 6, 0]",5
"[2, 10, 1, 0]",10
"[2, 10, 2, 0]",5
"[2, 10, 3, 0]",10
"[2, 10, 4, 0]",10
"[2, 10, 5, 0]",0
"[2, 10, 6, 0]",10
"[2, 11, 1, 0]",10
"[2, 11, 2, 0]",10
"[2, 11, 3, 0]",10
"[2, 11, 4, 0]",5
"[2, 11, 5, 0]",0
"[2, 11, 6, 0]",10
"[2, 12, 1, 0]",10
"[2, 12, 2, 0]",5
"[2, 12, 3, 0]",10
"[2, 12, 4, 0]",5
"[2, 12, 5, 0]",10
"[2, 12, 6, 0]",10
"[2, 13, 1, 0]",5
"[2, 13, 2, 0]",10
"[2, 13, 3, 0]",10
"[2, 13, 4, 0]",5
"[2, 13, 5, 0]",10
"[2, 13, 6, 0]",10
"[2, 14, 1, 0]",10
"[2, 14, 2, 0]",10
"[2, 14, 3, 0]",10
"[2, 14, 5, 0]",10
"[2, 15, 1, 0]",5
"[2, 15, 2, 0]",0
"[2, 15, 3, 0]",10
"[2, 15, 4, 0]",10
"[2, 15, 5, 0]",5
"[2, 15, 6, 0]",10
"[2, 16, 1, 0]",5
"[2, 16, 2, 0]",10
"[2, 16, 3, 0]",10
"[2, 16, 4, 0]",10
"[2, 16, 5, 0]",10
"[2, 16, 6, 0]",10
"[2, 17, 1, 0]",10
"[2, 17, 2, 0]",10
"[2, 17, 3, 0]",10
"[2, 17, 4, 0]",10
"[2, 17, 5, 0]",10
"[2, 17, 6, 0]",10
"[2, 18, 1, 0]",10
"[2, 18, 2, 0]",10
"[2, 18, 3, 0]",10
"[2, 18, 4, 0]",5
"[2, 18, 5, 0]",5
"[2, 18, 6, 0]",10
"[2, 19, 1, 0]",10
"[2, 19, 2, 0]",10
"[2, 19, 3, 0]",10
"[2, 19, 4, 0]",5
"[2, 19, 5, 0]",10
"[2, 19, 6, 0]",10
"[2, 20, 1, 0]",10
"[2, 20, 2, 0]",0
"[2, 20, 3, 0]",10
"[2, 20, 4, 0]",10
"[2, 20, 5, 0]",10
"[2, 20, 6, 0]",10
"[2, 21, 1, 0]",5
"[2, 21, 2, 0]",10
"[2, 21, 3, 0]",5
"[2, 21, 4, 0]",10
"[2, 21, 5, 0]",0
"[2, 21, 6, 0]",10
"[2, 22, 1, 0]",10
"[2, 22, 2, 0]",10
"[2, 22, 3, 0]",10
"[2, 22, 4, 0]",10
"[2, 22, 5, 0]",10
"[2, 22, 6, 0]",10
"[2, 23, 1, 0]",10
"[2, 23, 2, 0]",10
"[2, 23, 3, 0]",10
"[2, 23, 4, 0]",10
"[2, 23, 5, 0]",10
"[2, 23, 6, 0]",5
"[2, 26, 3, 0]",10
"[2, 26, 4, 0]",10
"[2, 26, 5, 0]",10
"[2, 26, 6, 0]",0
"[2, 27, 1, 0]",10
"[2, 27, 2, 0]",10
"[3, 4, 1, 0]",10
"[3, 4, 2, 0]",5
"[3, 4, 5, 0]",10
"[3, 4, 6, 0]",10
"[3, 5, 1, 0]",10
"[3, 5, 2, 0]",10
"[3, 5, 3, 0]",10
"[3, 5, 4, 0]",10
"[3, 5, 5, 0]",10
"[3, 5, 6, 0]",10
"[3, 6, 1, 0]",10
"[3, 6, 2, 0]",10
"[3, 6, 3, 0]",5
"[3, 6, 4, 0]",10
"[3, 6, 5, 0]",10
"[3, 6, 6, 0]",10
"[3, 7, 1, 0]",10
"[3, 7, 5, 0]",10
"[3, 7, 6, 0]",10
"[3, 10, 1, 0]",10
"[3, 10, 5, 0]",0
"[3, 10, 6, 0]",10
"[3, 11, 1, 0]",0
"[3, 11, 2, 0]",10
"[3, 11, 3, 0]",10
"[3, 11, 4, 0]",0
"[3, 11, 5, 0]",5
"[3, 11, 6, 0]",0
"[3, 12, 1, 0]",10
"[3, 12, 2, 0]",0
"[3, 12, 4, 0]",10
"[3, 12, 5, 0]",10
"[3, 12, 6, 0]",10
"[3, 13, 6, 0]",10
"[3, 14, 1, 0]",10
"[3, 14, 2, 0]",10
"[3, 14, 3, 0]",10
"[3, 14, 4, 0]",10
"[3, 14, 5, 0]",5
"[3, 14, 6, 0]",10
"[3, 15, 1, 0]",10
"[3, 15, 2, 0]",10
"[3, 15, 4, 0]",0
"[3, 15, 5, 0]",10
"[3, 15, 6, 0]",5
"[3, 16, 1, 0]",10
"[3, 16, 2, 0]",10
"[3, 16, 3, 0]",10
"[3, 16, 4, 0]",10
"[3, 16, 5, 0]",5
"[3, 16, 6, 0]",0
"[3, 17, 1, 0]",10
"[3, 17, 2, 0]",10
"[3, 17, 5, 0]",10
"[3, 17, 6, 0]",5
"[3, 18, 1, 0]",10
"[3, 18, 2, 0]",10
"[3, 18, 3, 0]",0
"[3, 18, 4, 0]",5
"[3, 18, 5, 0]",10
"[3, 18, 6, 0]",10
"[3, 19, 1, 0]",10
"[3, 19, 2, 0]",10
"[3, 19, 3, 0]",5
"[3, 19, 4, 0]",10
"[3, 19, 5, 0]",10
"[3, 19, 6, 0]",10
"[3, 22, 1, 0]",10
"[3, 22, 2, 0]",10
"[3, 22, 3, 0]",10
"[3, 22, 4, 0]",10
"[3, 22, 5, 0]",10
"[3, 22, 6, 0]",10
"[3, 23, 1, 0]",10
"[3, 23, 2, 0]",10
"[3, 23, 3, 0]",10
"[3, 23, 4, 0]",10
"[3, 23, 5, 0]",10
"[3, 23, 6, 0]",5
"[3, 24, 1, 0]",10
"[3, 24, 2, 0]",5
"[3, 24, 3, 0]",10
"[3, 24, 4, 0]",0
"[3, 24, 5, 0]",0
"[3, 24, 6, 0]",10
"[3, 25, 1, 0]",10
"[3, 25, 2, 0]",10
"[3, 25, 3, 0]",0
"[3, 25, 4, 0]",10
"[3, 25, 5, 0]",10
"[3, 25, 6, 0]",10
"[4, 5, 2, 0]",10
"[4, 5, 3, 0]",0
"[4, 5, 4, 0]",5
"[4, 5, 6, 0]",10
"[4, 6, 1, 0]",0
"[4, 6, 6, 0]",0
