WeldID:	1660	WeldType nr:	0	WeldError	0	RincoStatus:	0x0	WeldEnd:	0x0	DisplAfterWeld:0.000	DisplAfterCool:0.000	FrameNumber: 01	StringerNumber: 18	SpotNumber: 05
65055505.000	0.000
65055506.000	30.772
65055514.000	79.819
65055525.000	147.666
65055535.000	209.130
65055545.000	282.869
65055555.000	365.219
65055566.000	443.111
65055575.000	501.098
65055585.000	544.153
65055594.000	575.776
65055605.000	602.607
65055615.000	623.328
65055625.000	642.842
65055634.000	655.132
65055645.000	665.879
65055655.000	675.299
65055664.000	687.816
65055675.000	703.552
65055686.000	726.298
65055695.000	766.415
65055705.000	832.493
65055714.000	940.863
65055725.000	1087.711
65055735.000	1262.816
65055744.000	1405.510
65055755.000	1489.302
65055765.000	1495.104
65055775.000	1459.363
65055784.000	1397.509
65055795.000	1314.035
65055805.000	1223.624
65055814.000	1144.212
65055825.000	1080.597
65055835.000	1033.290
65055845.000	988.664
65055855.000	950.101
65055864.000	921.439
65055874.000	897.617
65055885.000	878.467
65055895.000	861.991
65055904.000	847.539
65055915.000	832.499
65055925.000	819.762
65055935.000	811.905
65055945.000	806.989
65055955.000	800.270
65055964.000	793.230
65055975.000	784.154
65055984.000	777.369
65055995.000	770.663
65056005.000	766.651
65056015.000	762.084
65056024.000	759.592
65056035.000	757.137
65056045.000	753.746
65056055.000	750.265
65056065.000	743.595
65056074.000	740.880
65056085.000	737.137
65056095.000	735.479
65056104.000	730.782
65056115.000	727.800
65056125.000	726.719
65056134.000	726.980
65056144.000	727.654
65056155.000	725.596
65056165.000	725.481
65056174.000	724.504
65056185.000	725.342
65056195.000	725.668
65056204.000	725.329
65056215.000	728.323
65056225.000	729.588
65056235.000	731.313
65056245.000	730.367
65056255.000	732.872
65056264.000	736.973
65056275.000	738.743
65056285.000	738.444
65056295.000	734.912
65056304.000	738.035
65056315.000	741.860
65056324.000	746.204
65056335.000	750.525
65056345.000	752.780
65056354.000	758.445
65056365.000	762.455
65056375.000	765.876
65056384.000	766.275
65056395.000	765.825
65056405.000	763.791
65056414.000	762.787
65056425.000	762.123
65056435.000	761.627
65056445.000	763.678
65056455.000	763.494
65056465.000	764.018
65056475.000	760.728
65056485.000	758.120
65056494.000	755.655
65056504.000	754.772
65056515.000	754.563
65056525.000	753.783
65056535.000	754.327
65056545.000	753.324
65056555.000	752.687
65056564.000	750.331
65056575.000	749.352
65056585.000	749.754
65056594.000	749.910
65056605.000	749.480
65056614.000	746.548
65056625.000	744.484
65056635.000	743.684
65056644.000	742.244
65056655.000	740.411
65056665.000	738.464
65056675.000	739.340
65056684.000	740.938
65056695.000	742.304
65056705.000	741.132
65056715.000	739.364
65056725.000	738.147
65056734.000	737.460
65056745.000	736.386
65056755.000	735.504
65056764.000	734.375
65056775.000	733.989
65056785.000	734.922
65056795.000	736.175
65056805.000	737.605
65056815.000	737.981
65056825.000	737.240
65056835.000	737.812
65056845.000	740.389
65056855.000	743.604
65056864.000	749.213
65056875.000	751.612
65056885.000	753.229
65056894.000	752.877
65056905.000	754.377
65056914.000	757.417
65056925.000	758.937
65056935.000	758.605
65056945.000	755.483
65056955.000	752.355
65056965.000	751.468
65056974.000	752.041
65056985.000	752.297
65056994.000	751.539
65057005.000	750.907
65057015.000	751.217
65057024.000	750.699
65057035.000	748.504
65057045.000	745.405
65057054.000	745.405
65057155.000	0.000
