WeldID:	1660	WeldType nr:	0	WeldError	0	RincoStatus:	0x0	WeldEnd:	0x4	DisplAfterWeld:0.680	DisplAfterCool:0.750	FrameNumber: 01	StringerNumber: 18	SpotNumber: 05
65055501.000	3.225	0.000
65055502.000	3.225	0.000
65055503.000	3.225	0.000
65055504.000	3.225	0.000
65055505.000	3.225	0.000
65055506.000	3.210	0.000
65055507.000	3.210	0.000
65055508.000	3.210	0.000
65055509.000	3.210	0.000
65055510.000	3.210	0.000
65055511.000	3.210	0.000
65055512.000	3.210	0.000
65055513.000	3.210	0.000
65055514.000	3.210	0.000
65055515.000	3.210	0.000
65055516.000	3.210	0.000
65055517.000	3.210	0.000
65055518.000	3.210	0.000
65055519.000	3.210	0.000
65055520.000	3.210	0.000
65055521.000	3.210	0.000
65055522.000	3.210	0.000
65055523.000	3.210	0.000
65055524.000	3.210	0.000
65055525.000	3.210	0.000
65055526.000	3.227	0.000
65055527.000	3.227	0.010
65055528.000	3.227	0.010
65055529.000	3.227	0.010
65055530.000	3.227	0.010
65055531.000	3.227	0.010
65055532.000	3.227	0.010
65055533.000	3.227	0.010
65055534.000	3.227	0.010
65055535.000	3.227	0.010
65055536.000	3.222	0.010
65055537.000	3.222	0.010
65055538.000	3.222	0.010
65055539.000	3.222	0.010
65055540.000	3.222	0.010
65055541.000	3.222	0.010
65055542.000	3.222	0.010
65055543.000	3.222	0.010
65055544.000	3.222	0.010
65055545.000	3.222	0.020
65055546.000	3.216	0.020
65055547.000	3.216	0.020
65055548.000	3.216	0.020
65055549.000	3.216	0.020
65055550.000	3.216	0.020
65055551.000	3.216	0.020
65055552.000	3.216	0.020
65055553.000	3.216	0.020
65055554.000	3.216	0.020
65055555.000	3.216	0.020
65055556.000	3.221	0.020
65055557.000	3.221	0.030
65055558.000	3.221	0.030
65055559.000	3.221	0.030
65055560.000	3.221	0.030
65055561.000	3.221	0.030
65055562.000	3.221	0.030
65055563.000	3.221	0.030
65055564.000	3.221	0.030
65055565.000	3.221	0.030
65055566.000	3.217	0.040
65055567.000	3.217	0.040
65055568.000	3.217	0.040
65055569.000	3.217	0.040
65055570.000	3.217	0.040
65055571.000	3.217	0.040
65055572.000	3.217	0.040
65055573.000	3.217	0.050
65055574.000	3.217	0.050
65055575.000	3.217	0.050
65055576.000	3.218	0.050
65055577.000	3.218	0.050
65055578.000	3.218	0.050
65055579.000	3.218	0.050
65055580.000	3.218	0.060
65055581.000	3.218	0.060
65055582.000	3.218	0.060
65055583.000	3.218	0.060
65055584.000	3.218	0.060
65055585.000	3.218	0.060
65055586.000	3.218	0.060
65055587.000	3.218	0.070
65055588.000	3.218	0.070
65055589.000	3.218	0.070
65055590.000	3.218	0.070
65055591.000	3.218	0.070
65055592.000	3.218	0.070
65055593.000	3.218	0.080
65055594.000	3.218	0.080
65055595.000	3.218	0.080
