WeldID:	2647	WeldType nr:	5	WeldError	0	RincoStatus:	0x0	WeldEnd:	0x4	DisplAfterWeld:1.500	DisplAfterCool:1.610	FrameNumber: 10	StringerNumber: 09	SpotNumber: 06
436928005.000	0.000
436928006.000	37.020
436928015.000	132.145
436928025.000	259.185
436928035.000	392.435
436928044.000	531.109
436928055.000	700.560
436928065.000	854.032
436928076.000	974.745
436928085.000	1054.300
436928095.000	1119.263
436928104.000	1172.944
436928115.000	1216.193
436928125.000	1242.917
436928134.000	1246.436
436928145.000	1219.368
436928155.000	1167.887
436928165.000	1114.135
436928175.000	1076.919
436928185.000	1053.699
436928195.000	1039.423
436928205.000	1037.978
436928215.000	1042.636
436928225.000	1052.767
436928235.000	1066.303
436928245.000	1082.872
436928254.000	1106.837
436928265.000	1138.298
436928275.000	1180.080
436928284.000	1230.617
436928295.000	1287.789
436928305.000	1334.960
436928315.000	1356.161
436928325.000	1349.520
436928335.000	1323.072
436928345.000	1292.284
436928355.000	1269.038
436928365.000	1251.313
436928375.000	1241.082
436928385.000	1233.702
436928395.000	1229.028
436928405.000	1224.520
436928415.000	1225.573
436928425.000	1233.429
436928435.000	1247.891
436928444.000	1265.534
436928455.000	1283.141
436928466.000	1306.078
436928475.000	1330.638
436928485.000	1361.293
436928495.000	1395.524
436928505.000	1439.120
436928515.000	1500.073
436928525.000	1575.494
436928535.000	1643.232
436928545.000	1691.032
436928555.000	1706.061
436928564.000	1675.082
436928575.000	1589.028
436928585.000	1450.112
436928595.000	1328.645
436928606.000	1226.538
436928615.000	1159.175
436928625.000	1103.199
436928635.000	1063.146
436928645.000	1042.718
436928655.000	1027.401
436928665.000	1019.535
436928675.000	1007.776
436928685.000	996.490
436928694.000	982.380
436928705.000	963.369
436928715.000	944.075
436928724.000	924.313
436928735.000	908.579
436928744.000	893.931
436928755.000	882.921
436928765.000	875.749
436928775.000	871.512
436928785.000	868.280
436928795.000	867.208
436928805.000	868.696
436928815.000	870.411
436928825.000	870.532
436928835.000	873.245
436928845.000	880.605
436928854.000	894.046
436928865.000	910.160
436928875.000	928.216
436928885.000	945.912
436928895.000	960.737
436928905.000	976.416
436928914.000	991.093
436928925.000	1007.444
436928934.000	1021.156
436928945.000	1038.476
436928955.000	1054.829
436928965.000	1075.146
436928975.000	1095.996
436928985.000	1118.233
436928994.000	1139.510
436929005.000	1157.576
436929015.000	1174.984
436929024.000	1191.180
436929035.000	1210.089
436929045.000	1228.696
436929055.000	1248.395
436929065.000	1269.006
436929075.000	1289.755
436929085.000	1309.997
436929095.000	1329.870
436929105.000	1353.647
436929115.000	1376.471
436929125.000	1397.663
436929135.000	1415.224
436929144.000	1433.407
436929155.000	1451.222
436929165.000	1465.281
436929175.000	1475.250
436929185.000	1474.961
436929195.000	1468.067
436929205.000	1456.010
436929215.000	1454.282
436929225.000	1452.380
436929235.000	1454.943
436929245.000	1453.440
436929255.000	1454.612
436929265.000	1461.425
436929275.000	1463.682
436929285.000	1465.102
436929296.000	1456.429
436929305.000	1454.342
436929315.000	1452.312
436929324.000	1453.602
436929335.000	1446.995
436929345.000	1439.471
436929355.000	1432.210
436929365.000	1427.281
436929375.000	1428.755
436929384.000	1429.528
436929395.000	1429.854
436929405.000	1424.403
436929415.000	1419.970
436929425.000	1419.842
436929435.000	1422.030
436929445.000	1422.030
436929546.000	0.000
