WeldID:	3272	WeldType nr:	0	WeldError	0	RincoStatus:	0x0	WeldEnd:	0x4	DisplAfterWeld:0.150	DisplAfterCool:0.210	FrameNumber: 02	StringerNumber: 05	SpotNumber: 01
WeldID:	3273	WeldType nr:	1	WeldError	0	RincoStatus:	0x0	WeldEnd:	0x4	DisplAfterWeld:0.230	DisplAfterCool:0.290	FrameNumber: 02	StringerNumber: 05	SpotNumber: 02
